GlytouCan_id,PubChem_id,UniCarb_id,Tax_id
G95334YI,CID71297935|SID252283159,4105,9606
G00470UO,-,-,9606
G39211DH,CID45480568|SID252287564,-,9606
G96445EY,CID91854153|SID252286701,-,9606
G34797BZ,-,-,9606
G44688UB,CID91851666|SID252283733,-,9606
G85302NF,CID71298243|SID252289328,129,9606
G07982BU,-,-,9606
G04286YE,-,-,9606
G59024DC,CID91862352|SID252296541,-,9606
G76823GQ,CID91862391|SID252296590,-,9606|32644
G37588BP,-,-,9606
G44739HH,CID91856753|SID252289833,-,9606
G95357RI,-,-,9606|4530
G04903PZ,CID91862461|SID252296673,-,9606
G84273ZH,-,-,9606
G88014YP,CID91856689|SID252289755,-,9606|9913
G54628UA,CID91862748|SID252297021,-,9606
G53725UB,-,-,7108|9606
G20174ZL,CID71297778|SID252288739,5943,11309|9606|10114|9823|9031
G24721WU,-,-,9606
G98132BH,-,-,9606
G61459JW,CID5288910|SID252282425,-,9606|8355|644|9823|9986|10114
G03266UM,CID91857163|SID252290318,-,9606
G16397GM,CID71297742|SID252281893,2861,9606
G92219PK,CID91854990|SID252287719,-,9606
G03987JH,-,-,9606
G14114NU,-,-,9606
G06216JP,-,-,9606
G70888IU,-,-,10114|9606
G45380LQ,-,-,9606
G72576LG,CID10939528|SID252280888,-,9606
G67534LV,-,-,9606
G44639PM,CID91856830|SID252289919,-,9606
G24432YB,CID52939789|SID252285815,-,9606|9823
G89584RR,CID91855301|SID252288090,-,9606
G88437QR,-,-,8717|8782|9606|9796
G84629NY,-,-,9606
G75448JJ,CID91857197|SID252290357,-,9606
G01361CV,CID71297681|SID252279783,1119,32644|9031|9606|9823|9913|10090|10141
G10212DI,-,-,9606
G95584MN,CID91845581|SID252276497,-,9606
G51809TM,CID71298342|SID252278267,172,9913|9606
G88469YE,CID71297378|SID252276448,2035,11309|32644|9091|4922|11033|9940|10114|9606|9685
G62103QF,CID91859992|SID252293688,-,9606
G34022KC,CID10373325|SID252277716,-,10141|9606
G36909MR,-,-,9606
G33192XL,CID91851771|SID252283864,-,9606
G86118KP,CID91853451|SID252285876,-,9606
G88495BI,CID10909468|SID252283786,1187,9606|9913|61084|10029|10036|10090|151740
G60274JN,CID91856041|SID252288974,-,9606
G84906AJ,CID91856237|SID252289214,-,9606
G40065EM,-,-,9606
G25421NH,CID71298130|SID252287411,147,9606|9913
G91731RP,CID91853472|SID252285901,-,9606
G11041DA,CID91859566|SID252293181,-,9823|9606|10141
G98654DA,CID91852116|SID252284277,-,9606
G54380FJ,CID71297565|SID252289150,2629,9606
G03652TR,CID71297616|SID252281213,1061,7091|7108|7111|3649|12990|4087|6735|9031|7227|3847|3888|4026|3816|3885|11309|4220|32644|4530|9606|9685|9823|9913|9940|9986|40674|10114|10141|11795|562|12721|3988|7460|3972|5061|10029|10036|10090|43364|5063|50557|7787|55057|11276
G66669IY,-,-,9606
G15667CY,CID91845041|SID252275880,-,10114|9606
G96894DL,-,-,9606
G91312MX,CID91852755|SID252285048,-,9606
G93694YU,CID91861199|SID252295152,-,9031|9606|41261|9821|10114
G27040MJ,CID71297744|SID252295883,4346,9606
G65790DQ,CID91854717|SID252287389,-,9606
G10169QE,-,-,9606
G51349BU,-,-,9606
G18564GN,CID91860830|SID252294716,-,9606
G18464VS,CID91861579|SID252295603,-,10090|32644|9913|9606
G18506AD,CID91849515|SID252281194,-,9606|9913
G00797ZX,CID91850549|SID252282412,-,9606
G49440XK,CID71297983|SID252294988,1807,9031|9606|9823|9913
G52971DE,CID71297659|SID252294131,1247,9913|9606|10090
G58507AZ,CID53239769|SID252277241,-,9606
G79249GP,CID71297518|SID252278955,3415,9031|9606|42806
G54555CN,CID91858213|SID252291561,-,9606
G51930XP,CID91862369|SID252296564,-,9606
G42927HH,CID91847634|SID252278972,-,9606
G33841EB,CID91856537|SID252289581,-,9606
G02310VX,CID91846269|SID252277317,-,9606
G31119YY,CID70698386|SID252293778,-,9606|10029|9913
G41928NU,CID91850263|SID252282068,-,9606
G87937HR,CID91856811|SID252289897,-,9606|10090
G60330MA,CID91845152|SID252275997,-,9606
G87217OF,-,-,9606
G30335ZU,-,-,9606
G56478LD,CID91845742|SID252276688,-,9913|10029|10090|9606|83333
G08378WD,-,-,9606|10029
G10292TC,CID91857080|SID252290218,-,9606
G20993TP,CID71298242|SID252288561,128,9606|9823|10116
G98559XP,CID91857043|SID252290173,-,9606|11033
G64651FB,-,-,9606
G07136WT,CID91846768|SID252277909,-,9606
G07392QY,CID91858488|SID252291894,-,9606
G20996LA,-,-,9823|10090|9606
G99141XX,CID71297832|SID252289761,2687,9606
G35879BG,-,-,10114|10141|9606
G03024EJ,-,-,9606
G14354BD,CID91862471|SID252296685,-,9606
G89565QL,CID165206|SID252281317,-,9606
G54158IT,CID71297978|SID252278863,1557,9606
G73302KW,-,-,9913|9103|9606
G94468TS,-,-,9606|9823
G24329OK,-,-,9913|9606
G07978HT,-,-,9606
G42666HT,CID439326|SID252293336,-,562|9823|9606|7215|9913
G19747OA,CID71297767|SID252294638,1064,3649|5476|3803|3888|3816|3885|4146|55057|78083|12990|4087|4220|11309|32630|32644|4026|4530|9031|4922|7460|105351|5691|5693|7227|7604|9823|3988|7787|3972|5061|10029|10036|10090|10114|11795|43364|9913|9940|9606|7108|7111|9541|7091
G76355TG,CID25201920|SID252289110,-,9606
G30110UW,-,-,11103|10026|10029|9606|9913
G50071OA,-,-,9606|10114
G50178BS,CID91849124|SID252280725,-,9606
G25534RX,-,-,9606
G78011OA,CID71298422|SID252286654,313,9606
G62960MX,-,-,9606
G25554YF,-,-,9606
G87236NR,CID54486861|SID252290919,-,9606
G07532ZA,CID91849823|SID252281539,-,9606
G71320DE,CID71297489|SID252288675,1155,9606
G18924BG,-,-,9606
G74837KH,-,-,10029|10090|9913|9606|7787|9031
G46031NV,CID91849781|SID252281490,-,9031|9606|9823|9913
G05128BK,CID71298441|SID252296174,620,9606
G14374XC,CID91857787|SID252291065,-,9606
G59967VI,CID91854642|SID252287296,-,9606
G02146NT,-,-,9606
G11450PA,-,-,9606
G52358FD,-,-,9606
G47829CW,-,-,7091|9823|7460|9606|7458|7108|55057
G37102FC,-,-,9606
G46461VY,CID91849973|SID252281725,-,9606
G96364RV,-,-,9606
G68203DZ,-,-,10029|9606
G00279YF,CID91851031|SID252282987,-,9606
G22782LH,-,-,9606
G05096LE,CID91862604|SID252296845,-,9606
G89034YM,-,-,9606
G04610NG,-,-,9606
G38426SE,-,-,93934|10090|4026|4402|8839|9031|9606|9913|9986
G51247NH,-,-,9606
G46060FM,-,-,10114|9606
G49369WH,CID71297474|SID252277959,3287,9823|10029|10036|9606
G30463NC,-,-,4783|9606
G66162WI,CID71298125|SID252292766,311,9606
G06460LD,CID91854648|SID252287302,-,9606
G10417XF,CID91851290|SID252283290,-,9606
G05233KP,-,-,9606
G14974EY,CID91854549|SID252287183,-,9606|9823|9986
G55318GC,-,-,9606
G53433AN,CID91848765|SID252280324,-,9606
G61283FH,CID91855810|SID252288702,-,9606
G24355OK,CID91860104|SID252293826,-,9606
G87256FP,-,-,9606
G00053MO,CID53356732|SID252276065,-,10090|9606
G65318OO,-,-,9606
G38753OV,CID91846843|SID252277996,-,9606
G46926OL,-,-,9606
G72914LC,CID71298090|SID252277461,20,9606
G46103YX,CID91857665|SID252290915,-,9606
G87877ES,CID91847068|SID252278271,-,9606
G13291XJ,CID91845292|SID252276162,-,9606
G71485PH,CID91860234|SID252293983,-,9606|10114
G72647WK,CID91858680|SID252292130,-,9606|9913
G27385LP,CID91849743|SID252281449,-,9606
G17251XF,CID91855788|SID252288678,-,9606
G77207RR,CID91853818|SID252286299,-,9606
G77638EE,CID91856414|SID252289430,-,9606
G20172ET,CID91858099|SID252291424,-,9606
G93148GC,CID91848473|SID252279975,-,9606
G67623NK,CID91861263|SID252295227,-,9031|9606|9913|10090
G56529CD,CID91853639|SID252286084,-,9606
G70236HL,CID71297881|SID252276941,1533,9823|9606
G06920GM,CID71297402|SID252293255,3133,10141|4026|9606|42806|93934
G75959OB,CID91858675|SID252292123,-,9606
G16743OM,CID91847168|SID252278397,-,9606
G23707SD,-,-,9606|10090
G85226CQ,CID91851285|SID252283285,-,9606
G48873CW,-,-,10114|9606|9913|9986
G72191AG,CID91847694|SID252279041,-,9606
G77451BX,CID91861631|SID252295664,-,11795|9606
G73271AZ,CID91851045|SID252283007,2459,9606|9940
G79269OT,-,-,9606
G08492JZ,-,-,9606
G29849KU,CID91862596|SID252296832,-,9606
G52972TJ,-,-,9606
G28896CL,CID71297715|SID252294338,3219,9606
G71502UE,-,-,9606|151740
G48465YI,CID71298119|SID252276069,308,9606
G46677TE,CID45266861|SID252282546,-,172659|8113|8022|7957|9823|9685|9557|9739|9103|9913|9986|10026|10029|10090|10114|9376|10150|9606|9031
G56655CC,-,-,9823|9606|9913|10029|10090
G50696OD,-,-,10114|9606
G79298QI,CID91846642|SID252277767,-,9606
G22188XM,CID91853769|SID252286243,-,9606
G67189MD,-,-,9823|10114|9606
G00025AJ,CID91857678|SID252290930,-,9606
G22117NA,CID91845134|SID252275976,-,9606
G56756FT,CID71297499|SID252294726,2041,10029|32644|8404|9031|9606|9685|9823|9940
G06534UH,-,-,9606
G36983SB,CID71298247|SID252277327,422,9548|9606
G55487DR,CID91848646|SID252280187,-,9913|9606
G50587ZA,-,-,9606
G09362PR,CID91854530|SID252287161,-,6735|8976|8839|4026|4402|9606
G83092KU,-,-,9606
G38022PE,CID91855862|SID252288765,-,9606
G48040FY,CID91851176|SID252283156,-,9606
G47338FR,CID91861900|SID252295980,-,9606|10036|10090
G26237YH,-,-,9606
G88761ZT,-,-,9606
G08569VN,CID91856703|SID252289775,-,9606
G00076PK,CID9915394|SID252294294,-,9606
G09126MW,CID53971868|SID252286865,-,9606
G02379AH,CID91855904|SID252288812,-,9606
G63664GB,CID91846835|SID252277987,-,9606
G68762AY,-,-,10029|9606
G50558NC,CID91862094|SID252296221,-,9606
G62464EH,CID91848167|SID252279605,-,9606
G55925YH,-,-,9606
G37276TY,CID91855776|SID252288662,-,9606
G88455FN,-,-,9606
G35798GO,CID91855270|SID252288052,-,9606
G21050RT,CID91861805|SID252295869,-,9606
G10377CG,-,-,9606
G76837VW,CID56636285|SID252296106,-,9606
G33419PP,-,-,9606
G93922AL,-,-,9606
G88194GI,CID91856348|SID252289349,-,9606|10029
G12878NK,-,-,9606
G12396GB,CID91858573|SID252291989,-,9606
G29622NE,CID91845115|SID252275957,-,9606
G05319BS,CID71297532|SID252284472,1827,9913|10026|9606
G07819QF,CID91857240|SID252290406,-,9606
G52793JJ,CID91858663|SID252292110,-,9606
G19949UL,CID91856750|SID252289828,-,7604|7588|7458|10114|11320|3988|9031|9606|9823|9940|7227
G49282JI,CID71297413|SID252282840,3017,9606|9986|10046|10047|10090
G88382QE,CID91849032|SID252280621,-,9606
G67059BJ,CID91857864|SID252291154,-,9606
G60496YL,-,-,9606|10029|10036
G15317IZ,CID91849056|SID252280650,-,3885|10114|11320|8976|4026|4402|9606
G79809MM,CID91858922|SID252292423,-,10141|9913|11676|12721|9606|9031
G13294EW,CID91853594|SID252286037,-,9606
G50321QR,CID91854567|SID252287209,-,9606
G87320GN,-,-,9606
G07014AW,CID91853695|SID252286152,-,11320|10114|9606
G59234CC,-,-,9606
G96349RY,CID71298329|SID252288715,63,9606
G87867IZ,CID91856073|SID252289012,-,9031|9606
G97575FW,CID71297631|SID252282895,1721,9606|10029
G67447FX,CID91850679|SID252282568,-,9606
G20983SP,CID91850517|SID252282373,-,9606
G63541GJ,-,-,9606
G64289QQ,-,-,9606
G84186YN,CID91850156|SID252281938,-,9606
G88227HW,CID91854011|SID252286533,-,9606
G48585WR,CID91852389|SID252284609,-,9606
G33129LQ,CID91846343|SID252277403,-,9606
G16961BB,CID91850761|SID252282665,-,9606
G45215IJ,CID91854761|SID252287440,-,9606
G51699SI,CID56836111|SID252279303,-,9606|5661|10026
G43677XO,CID71297632|SID252282796,4079,9606
G95739UA,CID91857242|SID252290408,-,9606
G07835SR,-,-,9606|10114
G05360PA,-,-,9606
G81294ZY,CID91846904|SID252278069,-,9606
G13537KO,CID91859187|SID252292736,-,9606
G81911LP,-,-,9606
G29850BY,CID91850079|SID252281846,-,9606
G06578MY,-,-,9606
G67734FT,-,-,9606
G96057TO,-,-,9606
G85838ZJ,CID91845058|SID252275900,-,9606
G53817FJ,-,-,9606|10029
G39023AU,CID5288293|SID252276473,-,210|9913|9986|9606|9615|9685|12721|9534|8638|9823|8649|10090|10114|11676
G31438WA,-,-,9606
G91410ZU,-,-,9606
G48646LG,CID6918014|SID252280995,-,9606
G39995KJ,-,-,10090|10114|9479|9606|9913|9224
G82007MU,-,-,9606
G07105MP,-,-,9606|9913|4081
G47741BL,CID71297828|SID252283821,1261,9606|9913|9031
G85620YV,-,-,9606
G66655HQ,CID91850310|SID252282122,-,9606
G66995VS,CID91850707|SID252282600,-,9606
G25302QS,-,-,9606
G46260CP,CID91860430|SID252294227,-,9606
G22976NF,CID91850284|SID252282091,-,9606|9823
G19710JA,-,-,9606
G81182NV,-,-,9606
G10845BX,CID91854864|SID252287567,-,9606
G49370IN,CID91860572|SID252294403,-,9606|9823
G85454WJ,-,-,9606|9913
G42217SL,SID252295942|CID91857019,-,9606
G16778ZK,CID91861966|SID252296065,-,9606
G81608VW,-,-,10114|9606
G88329MH,-,-,9606
G51921XC,CID91846653|SID252277779,-,9606
G18960KY,-,-,9606
G26570RB,CID91857879|SID252291170,-,9913|9606
G82987BA,-,-,9606
G00038MO,-,-,9606
G70444FA,CID71298081|SID252290091,8,51331|38577|8035|9548|9796|9823|9913|9986|8387|9606|10029|10116
G89058RF,CID71297810|SID252297075,5101,9606
G47349YO,CID91849134|SID252280736,-,9606
G99129GB,-,-,10090|7787|9606|9913
G48989LO,-,-,9606
G02776UX,-,-,9606
G62639CP,CID91855102|SID252287854,-,9606
G10818SM,CID91844965|SID252275788,-,9606
G70859XP,CID91845407|SID252276299,-,9606
G72599LB,-,-,9606
G39437XQ,CID91850426|SID252282262,1315,9606
G17792PO,CID11124767|SID252292039,1775,3649|9913|7460|4932|9606|3068|9031|93934
G35734AU,CID91849811|SID252281524,-,9606
G83022ZQ,-,-,9606
G70903NP,CID91858968|SID252292483,-,9606
G23295TF,CID91854222|SID252286782,-,9606
G00675GF,-,-,9606
G74855SC,-,-,9606
G41722LN,CID91845024|SID252275856,-,9606
G15518HO,CID71297491|SID252281147,2037,9606|9685|9940
G83633HB,CID53356688|SID252279392,-,9606
G19537TS,CID91851344|SID252283351,-,9606
G85619IU,-,-,9606
G69985ZX,CID91853959|SID252286471,-,9606
G79634CE,CID91856631|SID252289690,-,9606
G09222UH,-,-,9606
G00035MO,CID25061208|SID252285840,-,9606
G42912TT,CID91850044|SID252281809,-,9606
G77583AR,-,-,9606
G13495RN,CID71297884|SID252283324,3125,9606
G89941FZ,CID91852023|SID252284165,-,9606
G96797OU,-,-,9606
G20366LO,-,-,9606
G02353KU,CID91855865|SID252288768,-,9606
G95151JF,CID91851503|SID252283541,-,9606
G81380NE,CID91860514|SID252294330,-,9606
G68158BT,CID6036|SID252291009,94,10029|48550|185739|9606|3193
G22098NU,CID91854536|SID252287169,-,9606
G40903ZD,CID91848871|SID252280442,-,9606
G75082OS,CID71297833|SID252286260,2689,9606
G16534FS,CID91857792|SID252291070,-,9606
G00033MO,CID52921656|SID252289141,-,9606
G51343UJ,CID91853579|SID252286021,-,9606
G74410ZJ,-,-,9606
G44060QH,CID91825676|SID252294068,-,9606
G33150PJ,CID91855769|SID252288652,-,9606
G56464AW,-,-,9606
G31822CM,CID91847291|SID252278545,-,9606
G40200RC,-,-,9606
G47498FQ,CID71297626|SID252279203,2557,8404|9606|9913|9986
G84647SC,CID91862314|SID252296496,-,9606
G23425OX,CID91849115|SID252280716,-,9606
G22019SD,-,-,9606
G00037MO,CID25229562|SID252279040,-,9606
G60485RX,CID91845792|SID252276747,-,9606
G48527XN,CID71297889|SID252281064,5347,9606
G11346ER,-,-,10029|10114|11820|9606
G01465MJ,-,-,9606
G26527XD,CID91855802|SID252288694,-,9606
G88140NN,-,-,9606
G58921NR,CID91861264|SID252295228,-,9606
G12932IO,-,-,9606
G05098FE,-,-,9606
G21592GP,-,-,9606
G27338ID,CID91862135|SID252296271,-,9606
G75433IQ,-,-,9606
G50762OP,CID71298272|SID252282649,350,9606
G30207PZ,CID5289366|SID252277441,-,255365|40691|9031|9606|9739|9728|9733|9737|9744|7962|8113|9823|9755|9767|9769|8049|8127|58319|9913|38241|10090|10114|10044|70433
G17164DX,CID91857890|SID252291184,-,9606
G68765US,CID91849867|SID252281595,-,11309|9606
G80650PW,CID91847975|SID252279375,-,9606
G54410JV,-,-,9606
G60833BB,CID71298463|SID252290081,448,9606
G54190AS,-,-,9606
G21507RO,CID91854003|SID252286524,-,9606|9913
G20180GO,CID91861998|SID252296104,-,9606
G32263XB,-,-,6846|6850|9606|9823|9940|7460|7458
G83062JW,-,-,9606
G84467IZ,CID70788979|SID252288000,-,10114|8355|9031|9606|9913|9986
G15777ZX,-,-,9606
G03605AV,CID91857506|SID252290718,-,9606
G02786XX,CID91852690|SID252284972,-,9606
G01823EY,-,-,9606|9913
G81240GQ,-,-,9606
G34499SX,CID91853148|SID252285501,-,9031|9606
G38371WW,CID71297449|SID252286101,3823,9606|9823
G89345GA,CID91853550|SID252285989,-,9606
G48020LQ,CID71297707|SID252283188,1227,9606|32644
G20953SW,CID91854270|SID252286841,-,9823|9606
G57779BA,CID91859134|SID252292678,-,9606
G32094CS,CID91846859|SID252278016,-,9606
G51056AN,-,-,4932|9606|39966
G66489LJ,CID70698371|SID252284768,102,9796|9913|9986|9606|9823|10116|10029|10090
G95882HX,-,-,9606
G87564QI,CID91852143|SID252284305,-,9606
G81303NJ,-,-,9606
G95109CV,CID91852290|SID252284490,-,9606
G43499QE,CID71297883|SID252287454,1617,9606|9796|9823|10090
G84287MH,CID71297583|SID252277464,1113,9606|9913
G57937LQ,CID91852410|SID252284632,-,9606
G26537DD,CID91859362|SID252292943,-,9606
G64857LW,CID91862370|SID252296565,-,9606
G23651JJ,-,-,9606|10114
G50215WR,CID91845164|SID252276010,-,9606
G42325VD,CID91846363|SID252277424,-,9606
G94718HG,-,-,9606
G45777DE,CID91848564|SID252280079,-,9606
G91237TK,CID5288424|SID252278045,-,9823|9940|9986|9913|7957|7962|458575|40691|562|9606|9615|9685|58319|8022|8049|8127|30475|7782|7788|10026|10029|10090|10114|10141|9479|9544|9557|10044|10150|10151|70433|8353|8355|9031
G67091KC,-,-,9606
G16633VX,-,3563,9606
G00891GP,CID91857394|SID252290586,-,9606|9823
G25142VB,-,-,9606
G00054MO,CID44456859|SID252277227,-,210|10114|9823|9986|9542|9544|9606|10029|10036|10090|9031
G67880QU,CID91861886|SID252295966,-,9606|7778|9721
G18833GC,-,-,9606|10114|9913
G49045BZ,-,-,9606
G04368OY,CID91849511|SID252281190,-,9606
G48185FI,CID91852047|SID252284193,1723,9606
G60534NQ,-,-,9031|9606|9913
G66964CR,CID91854283|SID252286857,-,9606
G10614XK,CID91856681|SID252289745,-,9606
G46868TY,CID71298083|SID252295314,159,9606|38577|146672|8387|10114|156871
G59149SL,CID71297476|SID252275987,1127,9606
G13636IT,CID91856155|SID252289108,-,9606|9615|9823|10029
G39893KL,CID71297523|SID252279571,2627,10036|9031|9606|9796|9913|40674
G88366YR,CID91858993|SID252292511,-,9606
G74714EN,-,-,10029|9606
G63813EJ,CID91854700|SID252287366,-,9606|10114
G95924JX,-,-,9606
G41477DH,-,-,9606
G84891DZ,CID91846840|SID252277993,-,10114|9913|9940|9986|9823|9685|9606
G64176BH,-,-,9606
G35960LO,CID91858546|SID252291961,-,9606
G28562FF,CID91851173|SID252283153,-,9606
G49832FF,CID91856223|SID252289198,-,9606
G51727VL,-,-,9606
G65191ST,CID70698378|SID252296609,96,10029|7629|7625|9606
G39615UL,CID91848654|SID252280195,-,9606
G93984MO,CID91857264|SID252290432,-,9548|9606
G73582RP,CID71298118|SID252282692,131,9606
G04014FP,CID71298346|SID252294170,49,9606
G86718PI,-,-,10029|11309|9606|9986
G53993HS,CID91860085|SID252293804,-,9606
G46059YJ,CID71297936|SID252280634,4107,9606
G93871LV,CID91861413|SID252295410,-,9606|10090
G20372QO,-,-,9606|9913|10116
G51591NI,CID5288361|SID252294751,-,10090|9606
G16986CA,CID91862846|SID252297150,-,9606
G58239DH,CID91856021|SID252288948,-,9606
G93638TT,CID91855748|SID252288626,-,9606
G85767HW,CID91846151|SID252277166,-,93934|9606
G88675ZE,CID91861868|SID252295944,-,9606
G06250ZP,CID71297568|SID252290300,3181,9606
G93624ZP,CID71297547|SID252277925,4110,9606
G62797OV,-,-,9606
G85542KD,CID91849839|SID252281556,-,9606|6181|6183
G44479SH,CID91854702|SID252287368,-,9606
G29849JL,CID71298286|SID252288908,446,9606
G05382JE,-,-,9606|9823
G96717WN,CID91857749|SID252291013,-,9606
G52014JR,CID91858087|SID252291412,-,9606
G40491DT,CID91861268|SID252295232,-,9606|10029
G14371GV,CID91855496|SID252288322,-,9606|10029
G03603IS,-,-,9606
G74823CH,CID91850059|SID252281826,-,9606
G16481GK,-,-,9606
G72729HN,CID91854444|SID252287058,-,9606
G12631FF,CID91847298|SID252278552,-,9606
G32816HT,CID91856485|SID252289519,-,9606
G19763QB,CID91860433|SID252294230,-,4896|9606
G02020YO,CID91855529|SID252288368,-,9823|8364|10114|9606|8384
G31265VL,CID71297362|SID252288255,2031,9606|9685|9940|32644
G79083TY,-,-,9606
G70387YT,CID71297536|SID252283004,3211,9606
G84678BK,-,-,10029|10090|7787|9606|9913
G98549NZ,-,-,9606
G74674RX,-,5553,9606
G88329BN,CID91858563|SID252291979,-,4026|9606|4402
G61351MP,CID91848132|SID252279563,-,9913|9606
G32430MQ,CID12275066|SID252292003,-,385370|9606
G52106FW,CID91856801|SID252289886,-,9606
G36225RM,CID91845291|SID252276161,-,9606
G42176GK,CID91853842|SID252286326,-,9606
G57774MT,CID91862822|SID252297117,-,9606
G00063MO,CID91853411|SID252285826,-,9606
G40413JC,CID91846117|SID252277128,-,9606
G41800OU,CID91862096|SID252296223,-,9606
G49508KM,CID91850405|SID252282238,-,9606
G47531XE,CID71297745|SID252297006,4350,9606
G07141SK,CID91856305|SID252289292,-,9606
G20044TD,CID56836177|SID252287956,-,9606|9615|9727|9823|9940|10114
G37184KW,CID45266846|SID252286914,-,255365|9606|9615|9685|9557|7957|7962|8353|8355|9031|9913|8049|40691|458575|9823|9376|9378|9755|9767|9769|9986|7782|7788|8113|8127|38241|10026|10090|10114|10044|70433|9739|58319|9728|9733|9737|9744
G99626QO,-,-,9606
G31032XG,CID91858997|SID252292515,-,9606
G12111NA,CID91854415|SID252287023,-,9606
G22979QH,-,-,9606
G52878KK,-,-,9606|4932
G31720WP,CID91846225|SID252277260,-,9606
G32237WQ,CID91855153|SID252287912,-,9606
G89663TB,-,-,9031|9606|9913
G14027YB,CID91855534|SID252288375,-,9606
G31734OS,CID56927779|SID252278907,-,9606
G41416MJ,-,-,9606
G63473GZ,CID91853385|SID252285796,-,9606
G49225WK,CID71297695|SID252286676,1957,9606|9796|10090
G12526AB,CID71297430|SID252294636,3195,9606
G22768VO,CID5288921|SID252290629,-,3883|9606|8399|10090|9823|9913
G63035DM,CID56927913|SID252284662,1679,9606|3885|10141|9823|5693|10036|32644|9913|11309
G47004LA,-,-,10029|4081|9606
G99909LZ,CID53793176|SID252276537,-,9606
G10604KJ,CID71298227|SID252291409,163,9606|43114|10090|9913|9986
G75999PF,CID91859758|SID252293413,-,9606
G27744SG,-,-,9606
G66576RC,CID91861854|SID252295926,-,9606
G34216YN,-,-,9606
G71063DT,CID91847979|SID252279380,-,9606
G56293JI,CID91852244|SID252284432,-,9606
G98726UE,CID91850925|SID252282857,-,9606|9986
G31385PY,CID91847047|SID252278242,-,9606
G44747CU,CID11240401|SID252288176,1653,12721|8404|9606|9913|9031|10114
G07292LK,CID71297613|SID252281591,1169,9606
G96570OI,CID91852705|SID252284990,-,9606
G87819IQ,-,-,9606
G72580QS,CID91858184|SID252291529,-,9606
G63919RG,CID91852525|SID252284772,-,9606
G26039ES,CID157355|SID252282392,-,9606
G14015IL,CID71298008|SID252292333,3993,9606
G68110IF,CID45266863|SID252290856,-,9606|7962|197|9823|8049|58319|8127|10114|10090|10044|70433|40691|9031
G78434AN,CID71297954|SID252293929,4281,9606
G59761EF,CID91850954|SID252282889,-,9606
G55065WV,CID91850857|SID252282776,-,9606
G61399JM,CID91849598|SID252281292,-,9606
G42089IU,-,-,9606
G86646IC,-,-,9606
G39567LQ,-,-,9606|10029
G47206MY,CID91852754|SID252285047,-,9606|9940
G08474XG,CID91848080|SID252279496,-,9606
G79446WY,CID91847100|SID252278312,-,9606|9031|9913
G89398MH,CID71298320|SID252296737,171,9913|9606
G50524TY,-,-,9606
G94498MI,CID91861719|SID252295771,-,9606
G00287UD,CID91849825|SID252281541,-,9606
G42002WQ,CID91845539|SID252276450,-,9606
G93412AQ,-,-,9606
G13089IH,-,-,9606
G07681KR,-,-,9606
G04048YA,CID91851816|SID252283923,-,9606
G30590EC,CID91854293|SID252286869,-,9606
G39213VZ,CID70680337|SID252289783,-,9913|10090|9031|9606|10239
G53220ZS,CID71298412|SID252290565,637,9606
G10925II,CID91859862|SID252293536,282,9606
G92536LD,CID45480610|SID252285414,-,9606
G24111IY,CID91847731|SID252279090,-,9606
G68146EG,-,-,9606
G96709CX,CID91857343|SID252290523,-,8976|9606
G77824XV,CID13832708|SID252276700,644,10090|9606|9823|9913
G17077YF,CID71298332|SID252292435,447,9606
G50123ZO,CID91845504|SID252276408,-,9606
G77244ZA,-,-,9606
G68310DT,-,-,9606|10029
G16403CM,-,-,9606
G99629BM,CID91847398|SID252278676,-,9606
G31515BE,-,-,9606
G70538OR,CID91861860|SID252295933,-,9606
G90771OP,CID91855271|SID252288055,-,9606
G37562WX,CID91853936|SID252286440,-,9606
G30056KC,-,-,10114|9606|9823|10026
G02086TB,CID91860228|SID252293977,-,9606
G40088CY,-,-,9606
G32364DF,CID91846437|SID252277516,-,9606
G23211XT,CID91850094|SID252281861,-,9606
G35068DX,-,-,9606
G65893EZ,CID71297638|SID252278977,2989,9606
G90146ME,CID71298112|SID252278023,349,9606
G10805TH,CID91848532|SID252280040,-,93934|10090|4026|4402|8839|9031|9606|9913|9986
G75701BM,CID91861018|SID252294942,-,9606
G89285QP,-,-,9606|9913
G32252UW,CID91846456|SID252277538,-,9606
G47816DI,-,-,9606|10029
G78573SR,-,-,9606
G51828AY,-,-,210|9606
G56299XO,CID11072436|SID252279297,7,11142|9986|9606|10029|10090
G89523CC,-,-,562|9606|9257|9258
G38812YS,CID91857750|SID252291014,-,9606|9823|9913
G86157UQ,CID91861867|SID252295943,-,9606|10114
G99053DY,CID53239691|SID252292308,-,9534|10090|9823|9606
G92042VQ,-,-,3803|3916|3885|4530|9606|4932|9031|9823|3988|10026|10029|10090|10114|7588|10469|9913
G07075ZE,CID91854948|SID252287671,-,9606
G58029XR,-,-,9606
G12033AP,CID71297366|SID252292077,2603,9606
G79781PS,CID71297537|SID252278450,3215,9606
G91532KA,CID53356699|SID252291666,-,9606|8401|9821|9823|9913|9031|10114
G28566CQ,CID91847097|SID252278309,-,10090|9606|9823
G57210SQ,-,-,9606
G58990QD,CID91846317|SID252277373,-,9606
G94449IF,-,-,9606
G40482NA,CID71297856|SID252278608,2567,10036|9606
G98338IO,-,-,9606
G64183CB,CID91859324|SID252292893,-,8355|10114|10090|9606|9685|9913|9986
G46526SO,CID91862539|SID252296768,-,11269|11795|9606
