GlytouCan_id,PubChem_id,UniCarb_id,Tax_id
G79536OW,CID21670523|SID252287878,-,9606|9940|1301
G22732RT,-,-,9606
G25146DY,CID71298497|SID252296644,318,9606
G76931AL,CID91856902|SID252290000,-,9606
G65921QW,-,-,9606
G29764SO,CID91860042|SID252293753,-,9606
G30255XL,CID71298162|SID252277042,357,9606
G72018SI,CID91858530|SID252291944,-,9606
G37296SI,CID91849090|SID252280689,-,9606
G02126PG,CID91858324|SID252291704,-,9913|9606
G03756VW,CID9908032|SID252281629,-,9606
G00036MO,-,-,9606
G21290RB,CID12775252|SID252276425,-,9606
G95200WW,-,-,9606
G49332RT,CID91853098|SID252285447,-,9606
G79540ZR,-,-,9606
G96175KT,CID91848482|SID252279984,1539,9606
G27809HS,CID91850905|SID252282833,-,9606
G12340JM,CID91853129|SID252285478,-,9606
G31326QB,-,-,9606
G80163ME,CID91848187|SID252279627,-,9606|9823
G78818SP,CID91846734|SID252277873,-,8048|9031|9606|10114|7742
G24960JP,-,-,9606
G78615VF,-,-,9606
G32801HX,CID91862498|SID252296719,-,10114|10116|9606|9986
G17800QD,CID91858962|SID252292474,-,9606|9796
G58846EV,CID71298214|SID252277781,277,9606
G59874JZ,-,-,10029|9606
G43726KG,-,-,9606
G00688TE,-,-,10114|9606|9913|9986
G22327VZ,CID71297375|SID252296547,3009,9606
G75339KH,CID91855873|SID252288780,-,9606|9913
G56891ZN,-,-,9606
G61941WO,CID91848601|SID252280126,-,9606|9913
G37135JQ,CID3010289|SID252279559,-,9606
G47936PQ,-,-,10114|11309|9031|9606|9913|11313
G38999IM,CID439710|SID252284967,-,3808|9606|99072
G48458AB,CID91858120|SID252291446,-,9606
G69987TD,CID71297411|SID252278952,1491,7091|10036|10090|10141|9606|7111
G96921ZU,CID91849639|SID252281337,-,9796|9606
G89323TE,CID91861092|SID252295029,-,9606
G55205JA,-,-,9606
G42154JB,CID91862304|SID252296483,-,9606
G99991IU,CID439177|SID252292133,-,6573|9606
G77553BJ,CID91849915|SID252281659,-,9606
G61245NC,CID91856922|SID252290024,-,9606|9913
G88703MC,CID91851810|SID252283914,-,9606
G75052YA,-,-,9606|10029
G37986HU,CID71297534|SID252287201,3819,9606|9823
G74066YL,-,-,9606
G86522OD,CID71297720|SID252280176,1647,9031|10114|10090|10116|11309|12721|9606|60746|93934|32644|9913|9925|9940|9986
G60430KO,CID70788980|SID252286151,-,9606
G32588AA,CID71298147|SID252288065,2,9606|9913
G05768VS,CID91848679|SID252280223,-,9606
G07328EF,CID91852401|SID252284623,-,9606|9913
G34946TH,-,-,9606
G62387ZO,-,-,9913|9606|10090
G16782SL,CID91858600|SID252292028,-,9606
G62217NB,CID91852839|SID252285144,-,9031|9796|43148|9606
G72175XZ,-,-,9606
G03230AX,CID91852136|SID252284298,-,9606
G32761XQ,CID91856287|SID252289271,-,9606
G85563LA,CID91857316|SID252290493,-,9606
G31716EV,CID91854233|SID252286795,-,9606|9913
G80829RZ,CID91853228|SID252285601,-,9606|9913|10114
G78098IA,CID53481024|SID252282748,-,9606
G10179FS,CID91856490|SID252289527,-,10029|10090|10114|10141|11309|9606|9615|9796|9823|9913|9925|9940|9986
G43804CX,CID91849094|SID252280693,-,9606
G74782FR,CID91854065|SID252286594,-,9606
G04267XF,CID91862831|SID252297130,-,9606|10029
G25576NO,-,-,9606
G00504PZ,CID91854073|SID252286606,-,10114|9606
G27243GN,CID91847357|SID252278621,-,9727|9606|9685|9913|9940|9737|10114
G22246QW,CID91860704|SID252294561,-,9606
G36966DH,-,-,9606
G83161QT,CID91856560|SID252289606,-,9031|3193|9606|9823|8976|10114
G45614WX,-,-,9606
G75709RV,CID91849332|SID252280978,-,9606
G54561II,CID71298295|SID252286529,155,9606
G65299LG,CID91857849|SID252291137,-,9606|9913
G99403QU,CID91848032|SID252279438,-,9606
G29271US,-,-,9606
G32944VN,CID91861862|SID252295936,-,9606
G78944YP,-,-,9606
G22689CV,CID91854048|SID252286576,-,9606
G63748AU,CID91862062|SID252296182,-,9606|9913
G36046VV,CID71298439|SID252287655,67,9606
G22237ZE,CID91852877|SID252285187,-,9606
G67357EP,-,-,9606
G40909HG,CID71298457|SID252290375,450,9606
G91240HI,-,-,9606
G17758YV,CID91849796|SID252281506,-,9606
G62922ZN,CID91858555|SID252291970,-,11176|10026|10090|10114|11795|9606
G32112SX,CID91857031|SID252290160,-,9606
G23214KL,CID91850068|SID252281835,-,9606
G44917UQ,CID71298417|SID252289422,325,9606
G00430ZK,CID91861203|SID252295157,-,9606
G92575UZ,CID71297586|SID252293293,1497,32644|9031|93934|9544|9606|9796|9913|9925|9940|9986|10090|10114|10116|10141
G75586OT,CID71298398|SID252297121,321,9606
G88122ZQ,CID91847383|SID252278658,-,9606
G33505DB,-,-,9606
G78992FU,-,-,9606
G57284NN,-,-,210|9606
G45420PL,CID91850833|SID252282746,-,9606
G00851XQ,CID91858948|SID252292457,-,9606
G58387VB,CID91847928|SID252279319,-,9606
G62746IY,CID91861309|SID252295283,-,9606
G05402FG,CID91848245|SID252279702,108,9548|9606
G83131MU,CID91858942|SID252292451,-,8839|93934|9606|9913
G17389EH,CID91850802|SID252282713,-,9606
G09319JK,CID71297440|SID252280679,7051,9606|32644
G86861MW,CID91857669|SID252290920,-,9606|9913
G72002FC,CID11136642|SID252278234,-,9606|9615|93934|9823|9542|9544|10029
G42471QL,CID91852462|SID252284694,-,9606
G94241OT,CID91860599|SID252294435,-,9606
G01614ZM,CID70698317|SID252283042,-,9606|9615|9913|10029|11795
G81408RV,CID91847621|SID252278956,-,9606
G73548IN,CID91856251|SID252289231,-,9606
G99954IG,-,-,9606
G35350DS,CID91846441|SID252277521,-,9606|9986
G16370GQ,CID91860452|SID252294255,-,9606
G22573IV,-,-,9606
G29681BP,-,-,9606|10090
G66867PA,CID91846116|SID252277126,-,9823|10114|9606
G69159WK,CID91847956|SID252279352,-,9606
G52633YA,CID91852242|SID252284430,-,9606
G51826TD,-,-,9606
G73308YY,CID91845464|SID252276365,-,9606
G77019UJ,-,-,9606|9913|562
G35110VT,-,-,9606
G05378UG,CID91850731|SID252282631,-,9606
G84808RB,CID91862711|SID252296973,-,9606|10090
G18410AS,CID71297623|SID252292476,2547,10029|10114|9606|9823|9913
G18546YL,-,-,9606|4932|10114|9913|85823
G13991MC,-,-,9606
G88869IJ,-,-,9606
G78657XR,-,-,9606
G21438WG,CID91858998|SID252292517,178,9606
G47715OE,CID53477589|SID252282974,-,9606|9823
G79928VL,-,-,9606
G62519IY,CID71297600|SID252281666,5096,9606
G80498BB,-,-,9606
G66286WQ,-,-,9606
G00069MO,-,-,9606|9913|562|10141
G39666ZK,-,-,9606
G75319OX,-,-,9606
G23232XI,CID91855524|SID252288359,-,11176|10026|10090|10114|11309|11676|11795|11820|5062|9606|186537|11783|9666|11313
G54696PD,-,-,9606
G38641UG,CID91848868|SID252280439,-,9606|9913
G75850OP,CID70679237|SID252290967,-,9986|9031|9606
G86914AE,-,-,10114|9606|9823|9913
G12848QL,CID91851943|SID252284071,-,9606
G76104SB,CID91858227|SID252291577,-,9606
G41576FY,-,-,9606|9685|10090
G92237PN,CID91859590|SID252293213,-,9606|10029
G99510WI,CID71297254|SID252290180,6947,32644|9606
G35409SK,CID71298255|SID252279654,168,9913|9606|10116|9823
G99622IJ,CID71297649|SID252276802,3387,9606
G29024OJ,CID71297551|SID252285015,1493,32630|32644|11309|9544|9606|9615|9685|9031|7787|9796|40674|10029|10036|10090|10116|10141|9823|9913|9925|9940|9986
G97975GF,CID91857176|SID252290335,-,9606
G93164KQ,CID71297782|SID252284661,1095,9606
G65351EL,CID91860337|SID252294111,-,9606
G06070KG,-,-,9606
G41473YC,CID91852756|SID252285049,-,9606|9913
G43767FS,CID91855573|SID252288421,-,9606
G93400AK,CID91854138|SID252286684,-,9606
G56516VH,CID9963744|SID252295893,3775,10090|9606
G76680HJ,CID12775251|SID252288423,3007,9606|10090
G31540HC,CID71298496|SID252290831,317,9606
G32685NO,CID91857821|SID252291104,-,9606
G57762GE,CID91860451|SID252294254,-,9606
G00428HK,CID91861324|SID252295303,-,9606
G08561XZ,CID91848349|SID252279827,-,9606
G66122ZT,-,-,9606
G64282SO,CID91850033|SID252281797,-,9606
G39305NP,-,-,9606
G32483HZ,CID91859934|SID252293623,-,9606
G41384PQ,CID91855435|SID252288249,-,9606|9913
G41821MR,CID71297714|SID252289584,1221|7115,11191|11309|9031|10029|8649|9606
G06059DJ,CID91860167|SID252293901,-,9606
G44905SX,-,-,9606
G77674IK,CID91853471|SID252285900,-,8407|9606|8364|8355|9823|9913|10114|298395|156871
G00979XR,CID91859439|SID252293033,-,9606
G57430QU,-,-,9606
G07842DQ,CID91845098|SID252275940,-,9606
G15249CA,CID71298265|SID252282830,426,9606
G78368CZ,-,-,9031|9606
G08866CW,CID91862746|SID252297019,-,9606
G58576QI,CID91848528|SID252280035,-,9606
G82730QA,CID91847016|SID252278204,-,9606
G75518WT,-,-,9606
G91081MA,CID91855078|SID252287825,-,9606
G30618VC,CID91857034|SID252290163,-,9606
G78074HX,CID10278847|SID252293588,-,9606|9615|9823|10090|10114
G49299WO,CID91851737|SID252283819,-,9606
G38297TU,CID71297625|SID252291856,2545,4026|3649|4087|9913|8404|9031|9606|10029|10036|10090|11276
G97185IQ,CID91850717|SID252282613,-,9606
G63607QJ,-,-,9606
G61751GZ,CID91852128|SID252284290,-,10090|8404|9031|9606|9913|8399
G34595KJ,CID91858420|SID252291813,-,9606
G10333YJ,CID91860081|SID252293800,-,9606
G59594LT,-,-,210|9606|10090|9913
G83737UD,CID71297853|SID252277161,1663,9606|9796|10029|10036|10090|10114|11309|12721|9823|9913
G97436XI,CID91860386|SID252294177,-,9606
G67988RO,CID5288350|SID252279411,-,9541|9606|9823|9031|487|562|485|6211|727|10026|10090
G09839ES,-,-,9606
G23126IF,CID91862132|SID252296267,-,9606|9913
G79776GW,CID91853334|SID252285732,-,9606
G11350UX,CID91852076|SID252284228,-,9606
G83833IM,-,-,9606
G86792SU,CID91849074|SID252280671,-,9606
G13869TL,CID91862516|SID252296741,-,3885|5691|10114|11320|8976|11309|9031|9606|9823|9913|7227
G11960UF,CID71297464|SID252283420,1143,9606|9913|98334
G09568JT,CID71297940|SID252288559,1919,40674|10029|10036|10090|56060|7787|9606
G41132VG,-,-,9606|10114
G96834JC,CID91846358|SID252277419,-,10090|9606
G27763WY,-,-,9606
G50068PO,CID91850260|SID252282064,-,9606
G18223CA,-,-,9606|9823
G16290UY,CID91855682|SID252288550,-,9606
G87063FS,CID91845947|SID252276930,-,11176|11309|9606|10036|10114|11795|9913|9823
G26099QT,CID71298142|SID252291827,124,9606
G69893KP,CID9963743|SID252297166,3773,9606
G79449CY,-,-,9606
G48766VR,CID91856460|SID252289488,-,9606
G68318SH,CID71297653|SID252295863,1185,10029|12721|9606
G26099QK,CID91859378|SID252292961,-,11176|10026|10090|10114|11309|11795|9606|9823|11313
G12323AY,-,-,7778|9606|9615|9685|8931|10046|10047|10090|10114|10141|9913|9940|9986|9823|9031
G01608UX,-,-,9606
G30159WR,CID91851037|SID252282994,-,10029|11276|93934|9606
G16808DC,-,-,9823|9606|10090
G21573GX,-,-,9606
G55600PH,CID91862855|SID252297161,1547,9606
G73578JC,CID125128|SID252293302,-,9606
G16348RE,CID91857551|SID252290776,-,9913|9606
G23654OQ,CID71298103|SID252297081,310,9606
G01464ES,CID71298523|SID252276202,691,9606
G60468EV,-,-,9606
G12279LC,CID91859830|SID252293497,-,9606
G30295SC,CID71297388|SID252287189,4071,32644|9606|9913
G35827XH,CID91854481|SID252287105,-,9606
G29326OK,CID91853689|SID252286143,-,9606
G89039YE,-,-,9606
G86801QH,CID91845403|SID252276291,-,9606|9913
G66213AR,-,-,9913|9823|9606|60746|10114
G49708ZB,-,-,9258|9606|9823|189497
G00059MO,CID5279515|SID252284581,-,60711|10026|10090|10114|9606|9615|9031|9542|9544|9823|9913|9940|9986
G49561ZE,CID91859366|SID252292947,-,9606
G53938ZR,-,-,9606
G04472SL,CID91860963|SID252294873,-,9606
G00883ZT,-,-,9606|9685|7091|3816|4530|9913|5656|9823|3988|55057|10090|5043|7108
G17228YV,CID91854330|SID252286919,-,9606
G18653BM,CID91853595|SID252286039,-,9606
G43131ZX,-,-,9606|9913
G07164WO,CID91845524|SID252276431,-,9606
G77632HJ,CID91858063|SID252291387,-,9606
G09393NL,CID91848292|SID252279757,-,9606
G52286UI,CID91852115|SID252284275,-,9606
G84053BQ,CID91860786|SID252294661,-,10090|10114|11820|9913|9986|9606|9796
G27669RW,-,-,9606
G88171EW,-,-,9606
G76439VL,CID91855815|SID252288708,-,9606
G98961TI,-,-,9606
G76544YY,CID91849526|SID252281208,-,9606
G29348FH,CID91861370|SID252295357,-,9606
G76320TN,-,-,9606|9823|9913|9986|10114|11783
G00044MO,-,-,9606
G59823TM,-,-,9606
G72108VJ,CID71297436|SID252293011,2905,42806|9031|9606
G75824WJ,CID91852617|SID252284881,-,9606
G46991EQ,CID91852370|SID252284588,-,9606|10090
G05441GN,CID91861409|SID252295405,-,9606
G12067FX,CID91861800|SID252295862,-,9606|9913
G72272ID,CID91855737|SID252288614,-,9606
G08371CD,CID11409652|SID252285889,6,32630|9823|9913|8022|9606|9548|10090|10116|298395
G95420RF,CID91845836|SID252276798,-,9606
G84440YT,CID91859166|SID252292714,-,10114|10141|11309|9606|9615|9913|9925|9940|9986
G03591CN,CID91849986|SID252281739,-,9606
G44483CH,-,-,9606
G32968SR,CID53262375|SID252285219,-,9606|8384
G62070TZ,-,-,9606
G35619UY,CID91857791|SID252291069,-,9031|9606
G04423CA,CID91855278|SID252288062,-,9606
G42039AA,CID10147853|SID252290808,351,9606
G38465NT,CID91856481|SID252289515,-,9606
G29695SR,CID71297887|SID252285305,5345,9606
G78809DY,-,-,9606
G97168TC,-,-,9606
G43526DL,-,-,9606
G52340XK,-,-,9606
G34252AT,CID91856258|SID252289240,-,9606
G89864BN,CID91846967|SID252278146,-,93934|9606|9823|9913
G52805ZP,-,-,9606
G89643QK,-,-,9606
G74429YM,-,-,9606
G51216AJ,CID71298487|SID252284428,60,9606
G57068ZS,CID91860152|SID252293884,-,9606
G39401ES,-,-,9606
G11658OG,CID91847961|SID252279357,-,9606
G97304IA,-,-,9606|9615|9685|60746|562|485|727|10090
G84329MX,CID71297584|SID252287204,1725,9606
G06036CF,CID91852793|SID252285092,-,9606
G80555SE,-,-,9606
G32079YD,CID91858990|SID252292508,-,9606
G21667GZ,-,-,9606
G36747XY,-,-,9606
G50535IT,-,-,9606|9913
G95333ZG,CID91855952|SID252288867,-,9606
G94566ZN,CID71298465|SID252281188,459,9606
G42667BL,CID91852913|SID252285231,-,9606
G30291YK,-,-,9606
G03529DJ,CID91859811|SID252293476,-,9606
G56845GO,-,-,9606
G32254QI,CID73427363|SID252277562,-,9606|9031|10090
G94423NC,CID91849325|SID252280969,-,9606
G56175ED,CID71297437|SID252281750,3013,9606
G61519GA,CID91846550|SID252277652,-,9606
G07817HH,CID91855322|SID252288115,-,9606
G65686FS,CID91856736|SID252289812,-,9606
G97948YW,-,-,9606
G14023WK,CID195923|SID252293284,-,10029|9606
G04700EY,-,-,9606
G67920QO,CID91854827|SID252287518,-,9606
G67740CH,CID91846924|SID252278094,-,9606
G69176ID,CID91852121|SID252284283,-,9606
G62577TV,-,-,9606
G28326EU,CID91856026|SID252288957,-,9606
G74353FF,CID53262376|SID252296591,-,9606|10114
G77177HT,-,-,9606|10090
G10706KM,-,-,9606
G49616WZ,CID91862670|SID252296926,-,9606
G53878DC,CID91859743|SID252293394,-,9606
G63721FF,CID91850786|SID252282696,-,9606
G94923PG,CID445621|SID252288431,-,1912|1883|4932|5833|39152|9606
G65162CH,CID91846037|SID252277035,-,8407|9606
G72060BE,CID71298191|SID252283443,3941,32630|9606|9913|9940|9986
G19675BE,CID91861742|SID252295795,-,9606
G86294KR,-,-,9606
G10573FI,CID91856169|SID252289128,-,9606
G85562TB,-,-,9606
G51661GQ,CID91861643|SID252295681,-,9606
G57158CS,CID91858364|SID252291751,-,9606
G81060WW,-,-,9913|6735|9823|9986|3988|9606|10090|10114|7458|11309|9031|7227
G98512CR,CID91852080|SID252284232,-,9606|10029
G30562SO,-,-,9606
G94085FI,-,-,9606
G87656FV,CID91849374|SID252281030,-,9606
G22784CD,-,-,9606
G13003UU,CID44611450|SID252289134,-,9606
G39484WM,-,-,9606
G77503IE,CID71298161|SID252287783,356,9606
G03530HJ,-,-,9606
G72952WX,CID91857493|SID252290705,-,9606
G07293JT,CID71298106|SID252292934,97,9606
G37425NA,-,-,9606
G23437PF,-,-,9606
G90387AM,CID11828886|SID252283679,-,9606
G86377KB,-,-,9606
G07528DS,CID91846278|SID252277328,-,9606
G83895FM,CID91853065|SID252285409,-,9606
G11024UW,-,-,9606
G66205CG,CID91845927|SID252276906,-,9606
G15280CB,CID91850903|SID252282831,-,9606
G33188UJ,CID71297981|SID252281172,1597,9606|4081
G75318VB,CID91857763|SID252291031,-,9606
G00068MO,CID5288275|SID252284680,-,9823|9606
G59168YE,CID91859280|SID252292844,-,9606|8717
G22898AD,-,-,9606
G33241WC,CID91849334|SID252280980,-,9606
G76370WH,CID91855526|SID252288362,-,9606
G85750HN,CID91857018|SID252290145,-,9606
G46208LD,CID71297234|SID252276254,3183,9606|10029|10090|10114|10141
G13974DV,CID91848910|SID252280489,-,9913|6735|9823|9986|3988|9606|10090|10114|7458|11309|9031|7227
G14346JI,CID71298501|SID252292963,685,9606
G10831FE,CID91854422|SID252287032,-,9606
G73076FS,-,-,9606
G12438DW,CID91847769|SID252279131,-,9606
G66875SM,-,-,8839|9606|9823|8976|9913|7458|10114|9031
G03965VN,-,-,9606
G55037II,-,-,9606
G15807NZ,-,-,9606|9823|60746|9913|10090
G80368SD,-,-,9606
G26713RV,CID91849563|SID252281253,-,9606
G32556JI,CID91859836|SID252293504,-,9606
G57075OH,CID71297903|SID252286496,1549,9606
G50110DS,-,-,9606
G45560HM,CID91862675|SID252296931,-,12721|9606|11676
G27149SR,CID91847293|SID252278547,-,9606
G25328BM,CID91855459|SID252288280,-,9606
G52120NK,CID91860869|SID252294766,-,10029|10090|43148|9031|9606|9796|9823|9913|10114
G02625SJ,-,-,10114|9606|9913|9986
G77147RP,CID91852763|SID252285059,-,9606
G00492CQ,CID71297419|SID252283921,4211,9913|9606
G47495KE,CID91855465|SID252288286,-,9606
G60138JZ,CID91855985|SID252288907,-,9606|30338|298395|9548
G02410EE,-,-,9606
G52112MC,CID71297748|SID252285809,4358,9606
G99729IU,CID91853067|SID252285411,-,9606
G97607IA,-,-,9606
G37745NY,CID91851154|SID252283130,-,9606
G90142YY,CID13846931|SID252279244,-,9606
G90099GV,-,-,9606|9796|9913|10029|10114|10141
G39611QP,CID91859345|SID252292918,-,9606
G09322OS,CID71297821|SID252288366,1255,9913|9606
G13849JB,-,-,9606
G98073MH,CID71298499|SID252290548,319,9606
G68679LW,CID71297481|SID252282562,1037,9606
G33099BU,-,-,9606
G21470TX,CID91860947|SID252294853,-,9606
G03106MF,CID91846767|SID252277908,-,9606
G46049XN,-,-,9606
G77939BF,CID91848445|SID252279940,-,9606
G47925PB,CID71298331|SID252294540,458,9606
G32460TA,-,-,9606
G49320XS,-,-,9606
G40998BL,-,-,9606
G16717IV,CID91860220|SID252293966,-,11309|8839|9031|9606|9913
G10106TL,CID71297516|SID252289776,3135,9606|9913|40674|8839|42806|93934
G24949QT,-,-,9606
G36171JA,CID71297598|SID252278737,1727,9606
G33892UJ,CID91848036|SID252279442,-,9606
G19294RF,CID91860411|SID252294205,-,9606
G73434LQ,-,-,9606
G65484DP,CID71297389|SID252285718,4073,32644|9606
G08055MG,CID91859171|SID252292719,-,9606
G39299DH,CID91848048|SID252279456,-,9606
G21251LN,CID91852698|SID252284980,-,8839|8976|10114|9031|9606|9913
G54286RQ,-,-,9606
G24065XI,CID91858068|SID252291392,-,9606
G81345OW,CID5288360|SID252284753,-,9606|10141
G16404NW,CID91851287|SID252283287,-,9606
G26121MN,CID91855457|SID252288277,-,9606
G95567CI,CID91845899|SID252276873,-,9606|10114|9913
G58667NI,CID91852731|SID252285019,-,9606
G77960OV,CID91856739|SID252289816,-,9606
G96932XT,-,-,9606
G08932YS,-,-,487|9606
G13688QP,CID91847947|SID252279341,-,9606
G37827FY,CID71297553|SID252285551,2979,9606
G01364ZC,CID91847823|SID252279191,-,9606
G19083SI,CID91856128|SID252289080,-,93934|4026|4402|8839|9606|9913
G88043PD,CID91857339|SID252290519,-,9606
G07982RO,CID439544|SID252291828,3371,3649|9606|9913
G10973QG,CID71297279|SID252288976,6949,9606
G67915MO,CID71297579|SID252294625,2663,32644|9606|9913|9925|9940|9986|93934|10090|10114|9031
G06404ZJ,CID91852846|SID252285151,-,9606
G42380GI,-,-,10029|8015|9606
G13181ZZ,CID91860292|SID252294055,-,4039|9606|55429|6536|6181|6183
G86117ZB,CID91846765|SID252277905,-,9606
G57598XN,CID91853431|SID252285852,-,9606
G26123AX,CID11051152|SID252287193,-,9606|10090
G52904TE,CID91847371|SID252278642,-,9606
G67656PN,-,-,9606|10029
G91591ER,CID91856743|SID252289821,-,9606
G76108PP,-,-,9606
G18878GY,CID91849533|SID252281216,-,9606
G45673KX,CID91846461|SID252277543,-,9606
G86837CD,-,-,9606
G52886CK,CID91859315|SID252292883,-,9606
G16063EF,CID91852696|SID252284978,-,9606
G18878GS,CID91848678|SID252280222,-,9606
G98790NR,CID91853999|SID252286520,-,9606
G18211PK,-,-,9606
G60187HZ,-,-,9913|9606
G24539CG,-,-,9606
G25224QY,CID91861294|SID252295264,-,9606
G26394UA,CID71297809|SID252294907,4352,9606
G26164VG,-,-,9606|10029|10036
G91079GH,CID91847132|SID252278353,-,5833|5664|5691|9606
G72085DL,CID91848594|SID252280118,-,9606
G18510JA,CID91849039|SID252280628,-,9913|9606
G02156UW,-,-,9606
G26473LY,-,-,9606|9913
G06595MR,CID91850134|SID252281910,-,9606|9913
G34622QG,CID71297429|SID252296765,3193,9606|32644
G63717SU,CID71298097|SID252297273,358,9606|9823
G68014YX,CID91859567|SID252293182,-,9606
G38047QV,-,-,9031|9606
G35442CG,CID91854932|SID252287652,-,9606|3885|10114|11309
G22031JX,-,-,9606|10114
G99026RX,-,-,9606
G18132YR,CID91847493|SID252278788,-,9606|9823|9913|9940|10114|46489|9031
G19977LA,-,-,9606
G78306GH,CID91846650|SID252277776,-,9606
G69723RO,CID91845879|SID252276849,-,11795|9606|186537
G03520RT,-,-,9606
G91404LJ,CID91846737|SID252277876,-,9606
G47174QJ,CID91845044|SID252275884,-,9606
G77426UJ,CID91854971|SID252287696,-,9606
G03309JT,CID91860095|SID252293817,-,9606
G60949GI,CID71298279|SID252292827,132,9606
G43947CR,-,-,9606
G35139NO,CID91853321|SID252285716,-,9606
G43378HA,-,-,9606
G22387ST,CID91861912|SID252295996,-,9031|9606
G36211GH,CID91847672|SID252279015,-,9606
G59984BF,-,-,9606
G20210OT,CID91858491|SID252291899,-,9606
G07147BT,-,-,9606|9823|9913
G44066XU,-,-,9606
G39951CP,CID91850063|SID252281830,-,9606
G36195LV,-,-,9606
G44826KU,-,-,9606|10029
G90889KG,CID71297692|SID252296822,1189,101841|32644|9606|9823|9913|10029|10036|10090|10114|11034
G85545QE,-,-,9606
G70382WT,CID71297685|SID252290496,1973,9823|10029|10036|9606
G69033GJ,CID91857618|SID252290857,-,9606
G30614QN,-,-,9606
G61339UO,CID91858398|SID252291788,-,9606
G39818NQ,CID91861279|SID252295247,-,9606
G32081WS,CID70698323|SID252278538,-,10141|9606
G35609TJ,-,541,9606
G73517CY,CID91853037|SID252285377,-,9606
G73161ZQ,CID91855008|SID252287740,-,9606
G37861OJ,CID91858426|SID252291820,-,9606
G04462ZS,CID91857810|SID252291092,-,9606
G98900YM,CID91845839|SID252276801,-,9606
G05235KE,CID91860350|SID252294126,-,9913|9606
G31249PS,CID91847271|SID252278521,-,9606
G45776ET,CID91853995|SID252286516,-,9606
G94156YI,CID91856664|SID252289726,-,9606
G36480VP,CID91849603|SID252281297,-,9606
G09425PN,-,-,9606
G72008IY,-,-,11103|9606|9913|10026|10090|10114
G78276SQ,CID91848797|SID252280360,-,9606
G06580KR,CID24826242|SID252276636,-,9606
G67286CI,CID91848591|SID252280115,-,9606
G83435CV,-,-,10114|9606|9913
G56961QY,CID91854457|SID252287076,-,9606
G32586BA,CID91855282|SID252288068,-,9606|10114
G43265YA,CID91860304|SID252294067,-,9606
G72125QI,-,-,9606
G42300CL,CID91862538|SID252296767,-,9606
G83754KL,-,-,9606
G36303CE,CID91847241|SID252278485,-,9606
G62204FH,-,-,9913|9796|9606|1681
G13672YG,CID71297746|SID252279897,4354,9606
G25520XG,CID91861029|SID252294956,-,11309|93934|9606
G27063GJ,-,-,9606|9913
G81422ZI,CID91860055|SID252293769,-,9606|9913
G60365DR,CID91853523|SID252285957,-,9606
G53752TA,CID91853362|SID252285767,-,9606|10029
G71865NO,-,-,9606
G19934BY,-,-,9606
G64389UN,CID91852935|SID252285260,-,9606
G03796EF,CID91857237|SID252290403,-,9606
G29783JJ,-,-,9606
G71338QU,CID71298274|SID252276610,454,9606
G22859OA,-,-,9606
G15409BP,CID91845723|SID252276665,-,9606
G50290UO,CID91851863|SID252283974,-,9606
G87205VF,-,-,9606
G50508SG,-,-,9606
G21312EA,CID91850575|SID252282447,-,9606
G52278ID,-,-,9606
G78160OZ,-,-,9606|9615|9986|10114|9823|9913
G56873WT,-,-,4932|9606
G57930PW,CID91855756|SID252288634,-,9606|4932|11292
G95619PX,CID91851881|SID252283992,-,9606
G82405LP,CID71297418|SID252276288,3405,9606
G91127OX,CID91846685|SID252277819,-,9606
G65009JH,CID91854781|SID252287467,-,9606
G22214RN,-,-,9606
G22856AB,-,-,9606|9823|562
G98465JN,CID10260428|SID252284810,-,9606|9823
G54344GJ,CID91857963|SID252291273,-,9606|9913
G70958LU,CID91846546|SID252277648,-,9606
G17557TG,CID91852195|SID252284373,-,9606
G05561HT,CID91851754|SID252283845,-,9606
G09376MR,CID10985260|SID252292342,2599,10029|10114|9606
G19017MP,CID50992178|SID252284568,4635,9606
G64861UO,CID91857559|SID252290786,-,9606
G74396CO,CID91855869|SID252288774,-,9606
G64803AP,CID91846499|SID252277586,-,9606
G68321OY,CID91852557|SID252284811,-,9606
G22880KN,-,-,9606
G39995AR,-,-,9606
G57028QM,-,-,9606
G69813CQ,-,-,9606
G96251ED,CID91848088|SID252279507,-,9606
G35837ET,CID91846538|SID252277633,-,9606
G54434IR,CID91856261|SID252289243,-,9606
G75734VP,CID91854884|SID252287596,1309,9606|9823|9940
G31726HT,-,-,9606
G17105UZ,CID91859203|SID252292754,-,9606
G42772WO,CID91848767|SID252280326,-,9606
G54953IZ,CID91861399|SID252295392,-,10114|9606|9913
G98544DH,CID45266862|SID252288444,-,10090|10026|9544|9606|9542|9615|9685|9557|7957|8353|8976|7782|7788|9823|9769|10141|10114|9031|10150|10151|458575|9913|9986
G06163IO,-,-,9606
G16344ZG,CID91849817|SID252281531,1299,9606|9823
G60234BX,CID91851366|SID252283378,-,9606
G34705QH,-,-,9606
G97842ZO,CID91845590|SID252276506,-,9606
G52497NM,-,-,9606
G88734GE,CID71297960|SID252279593,1747,9606|10029|10036
G62870HD,-,-,10026|9606
G78071LY,-,-,9606
G28387ZC,-,-,9606
G31341PC,-,-,9606
G02837JA,CID91845906|SID252276882,-,9606
G48882DX,CID91846236|SID252277271,-,9606
G99595YZ,CID91851889|SID252284004,-,9606
G18913QB,CID91861542|SID252295564,-,9606
G80722US,CID70698321|SID252277470,-,9606
G27609YZ,CID91862090|SID252296215,-,10029|9606
