GlyTouCan Id,GlycoDB ID,GlycO,IUPAC,
G71158TZ,3604,,-,
G71160EK,31665,,-,
G71161AB,31013,,-,
G71161RR,5291,,-,
G71165HQ,27599,,-,
G71169JD,12345,,-,
G71170ZP,1350,,-,
G71172ZQ,25293,,-,
G71173OH,8228,,-,
G71174SE,35522,,-,
G71174VV,38030,,-,
G71175WD,21341,,-,
G71177VF,33219,,-,
G71178HV,23443,,-,
G71193TJ,37940,,-,
G71195CH,26594,,-,
G71202EX,10268,,-,
G71202JE,5765,,-,
G71204PH,4414,,-,
G71207AA,31027,,-,
G71207EV,36062,,-,
G71210VF,31339,,-,
G71211AL,31357,,-,
G71213YU,164,,-,
G71215YW,23682,,-,
G71220OZ,29519,,-,
G71221SD,25357,,-,
G71221XU,35727,,-,
G71222MG,27752,,-,
G71224DX,20476,,-,
G71230WH,1982,,-,
G71231DR,41090,,-,
G71240NB,34499,,-,
G71247EQ,29424,,-,
G71247WG,24956,,-,
G71249CV,40166,,-,
G71255YR,30719,,-,
G71261YD,32949,,-,
G71263MN,35368,,-,
G71264HV,8307,,-,
G71265TM,15373,,-,
G71266AP,17137,,-,
G71267AZ,8067,,-,
G71268AB,4936,,-,
G71271DY,34345,,-,
G71274IW,27642,,-,
G71274MV,2544,,-,
G71274PK,5936,,-,
G71275LL,2193,GOG1077,-,
G71282ZD,12904,,-,
G71284LT,38320,GOG828,-,
G71284MQ,24897,,-,
G71286MD,13403,,-,
G71288QS,24292,,-,
G71289YC,40857,,-,
G71294KD,34301,,-,
G71296WI,1484,,-,
G71297OP,24048,,-,
G71298BD,36658,,-,
G71300IN,10711,,-,
G71305FV,27715,,-,
G71305FV,34228,,-,
G71306LD,14429,,-,
G71307CC,32654,,-,
G71308LL,27168,,-,
G71309QD,11096,,-,
G71309WZ,32835,,-,
G71311QA,21853,,-,
G71318HS,27694,,-,
G71320DE,18357,,-,
G71320MO,3978,,-,
G71322PZ,7178,,-,
G71322WT,30036,,-,
G71323UV,32412,,-,
G71323WF,20662,,-,
G71329XA,14739,,-,
G71332MU,8846,,-,
G71338PA,23016,,-,
G71338QU,19234,,-,
G71353IS,17274,,-,
G71355CW,11427,,-,
G71356JZ,40590,,-,
G71358TI,27591,,-,
G71360BB,18402,,-,
G71373NI,22894,,-,
G71384NH,8764,,-,
G71386ED,11993,,-,
G71388EZ,28903,,-,
G71389BA,8619,,-,
G71390AQ,15729,,-,
G71391TS,30903,,-,
G71392MR,7442,,-,
G71393NY,40761,,-,
G71394EM,21072,,-,
G71399NJ,27721,,-,
G71407IE,15281,,-,
G71407UU,3557,,-,
G71409LF,18411,,-,
G71409ZP,27207,,-,
G71414CX,25227,,-,
G71416GU,18436,,-,
G71416UT,33379,,-,
G71416YU,24120,,-,
G71421KI,33521,,-,
G71426MF,54,,-,
G71431OY,21327,,-,
G71432VX,39201,,-,
G71443HE,5360,,-,
G71448JG,10431,,-,
G71450AS,11031,,-,
G71451AZ,35197,,-,
G71451NN,19028,,-,
G71457WH,29809,,-,
G71457YN,17017,,-,
G71462KX,23749,,-,
G71469XA,13181,,-,
G71470SB,15229,,-,
G71473JQ,3326,,-,
G71475EA,27792,,-,
G71479BM,36085,,-,
G71479CC,1213,,-,
G71479KG,1389,,-,
G71485AT,6943,,-,
G71485PH,2044,GOG1016,-,
G71486UM,8632,,-,
G71495WR,17151,,-,
G71502UE,211,,-,
G71504FS,22660,,-,
G71504YR,31150,,-,
G71506JZ,497,GOG1258,-,
G71513HR,16746,,-,
G71520YY,18474,,-,
G71528XT,14329,,-,
G71529OW,41028,,-,
G71530LK,29857,,-,
G71532WE,716,,-,
G71537LK,27842,,-,
G71538AO,7727,,-,
G71545YW,38709,,-,
G71548WJ,10157,,-,
G71549TN,14192,,-,
G71549XT,40518,,-,
G71550LV,22524,,-,
G71553LX,15447,,-,
G71555EM,34003,,-,
G71555EM,28171,,-,
G71555EM,33981,,-,
G71555NJ,12601,,-,
G71561JP,18463,,-,
G71562GW,39580,,-,
G71563TO,33542,,-,
G71565NG,36732,,-,
G71566NE,35275,,-,
G71566WX,30318,,-,
G71567DE,1663,,-,
G71568BL,40946,,-,
G71568CD,17300,,-,
G71568XK,7932,,-,
G71571BW,37654,,-,
G71571NA,266,,-,
G71573ON,1725,,-,
G71576RQ,7233,,-,
G71577PA,22074,,-,
G71578PY,11226,,-,
G71579EA,20637,,-,
G71580WG,12764,,-,
G71581SY,22891,,-,
G71582PZ,277,,-,
G71587NH,7090,,-,
G71588PC,36822,,-,
G71599AM,35615,,-,
G71602GO,2916,,-,
G71606HZ,1129,,-,
G71610GM,23537,,-,
G71611AN,18889,,-,
G71611PQ,37852,,-,
G71616UW,21542,,-,
G71617XG,19566,,-,
G71618AV,11262,,-,
G71619RX,2197,,-,
G71620CU,5668,,-,
G71620EE,33996,,-,
G71620LJ,41049,,-,
G71623LG,10030,,-,
G71626IG,22951,,-,
G71626UF,23208,,-,
G71628SZ,37208,,-,
G71630AZ,15671,,-,
G71631AH,8109,,-,
G71635ZC,19301,,-,
G71637QL,34087,,-,
G71637RO,5809,,-,
G71640JF,7598,,-,
G71641DF,19336,,-,
G71642UJ,6818,,-,
G71652FK,40658,,-,
G71659FD,6083,,-,
G71659TY,30539,,-,
G71661JQ,1439,,-,
G71661PL,36527,,-,
G71662AO,26188,,-,
G71662HP,578,,-,
G71662JA,37015,,-,
G71668KZ,18277,,-,
G71670JD,1183,,-,
G71674HM,12646,,-,
G71677LX,34016,,-,
G71679MX,13380,GOG270,-,
G71680MI,23145,,-,
G71681BS,25725,,-,
G71681BS,34130,,-,
G71684CB,11027,,-,
G71688NS,5952,,-,
G71688TU,39911,,-,
G71689LT,11145,,-,
G71690HK,13424,GOG289,-,
G71692DZ,22398,,-,
G71692VA,24921,,-,
G71695NN,12484,,-,
G71700DH,21947,,-,
G71703UN,16958,,-,
G71704AG,14715,GOG117,-,
G71705HC,39093,,-,
G71714EQ,20782,,-,
G71714WJ,5908,,-,
G71716GH,22328,,-,
G71718SN,10602,,-,
G71719NW,22209,,-,
G71724NY,2876,,-,
G71728MZ,11043,,-,
G71730FG,25145,,-,
G71730UV,25886,,-,
G71730YS,3314,,-,
G71732SG,25823,,-,
G71735ZJ,25837,,-,
G71741GK,14319,,-,
G71745CH,9906,,-,
G71762ON,32789,,-,
G71763JZ,20326,,-,
G71766ZW,495,,-,
G71772RG,34451,,-,
G71774KQ,16734,,-,
G71779KV,1785,,-,
G71782CJ,18247,,-,
G71788CN,27105,,-,
G71789BV,32433,,-,
G71793UG,8018,,-,
G71794NT,37556,,-,
G71798KX,33466,,-,
G71806EN,27771,,-,
G71806EN,34235,,-,
G71809FU,37100,,-,
G71812IK,13121,,-,
G71813BG,15031,,-,
G71814NS,32695,,-,
G71817IG,5384,,-,
G71819IV,26413,,-,
G71819IV,34158,,-,
G71819IV,28022,,-,
G71819IV,34245,,-,
G71819IV,28584,,-,
G71820MY,9140,,-,
G71821AI,37293,,-,
G71821OL,1735,,-,
G71826NI,27225,,-,
G71827XI,38426,,-,
G71828GJ,33084,,-,
G71828VC,12638,,-,
G71832QJ,16527,,-,
G71833JX,16038,,-,
G71833MA,3012,,-,
G71837KY,40324,,-,
G71839WD,6988,,-,
G71840FF,27452,,-,
G71844KN,34854,,-,
G71844VH,12647,,-,
G71845ZB,39838,,-,
G71847DU,18902,,-,
G71848HB,23360,,-,
G71854MI,36318,,-,
G71854TX,14803,,-,
G71854XT,16828,,-,
G71856VM,40249,,-,
G71857KQ,13544,GOG324,-,
G71858MK,25622,,-,
G71858MO,15370,,-,
G71859LK,21276,,-,
G71865NO,1033,,-,
G71870FD,12383,,-,
G71871QF,17823,,-,
G71873SV,5957,,-,
G71880TG,13077,,-,
G71882IJ,303,,-,
G71882JL,7424,,-,
G71883DZ,37183,,-,
G71885AB,14742,,-,
G71885XA,35816,,-,
G71888DL,7911,,-,
G71897AZ,37509,,-,
G71910GL,40091,,-,
G71912QU,17236,,-,
G71914DZ,9005,,-,
G71917KP,584,,-,
G71918HH,40633,,-,
G71921AU,6182,,-,
G71922MU,9014,,-,
G71923IX,36645,,-,
G71924YS,23460,,-,
G71928RU,25310,,-,
G71936NK,14667,,-,
G71938KI,15041,,-,
G71940AE,33676,,-,
G71941LD,26753,,-,
G71942TH,5940,,-,
G71943NS,18777,,-,
G71952BR,27935,,-,
G71955WQ,2687,,-,
G71957GO,14306,,-,
G71958HL,13592,,-,
G71958XX,40326,,-,
G71960CZ,18936,,-,
G71961JC,12092,,-,
G71963SF,34188,,-,
G71963SF,26884,,-,
G71964JP,14698,GOG1306,-,
G71972AT,15279,,-,
G71972ZW,39041,,-,
G71976RB,18888,,-,
G71987VX,342,,-,
G71988DS,4117,,-,
G71989CT,19265,,-,
G71994UD,35147,GOG1344,-,
G71996UW,4083,,-,
G71999UY,18633,,-,
G72002FC,600,GOG994,-,
G72006FF,752,,-,
G72008IY,719,,-,
G72012QU,40726,,-,
G72018SI,8808,,-,
G72025CC,39929,,-,
G72026RK,37666,,-,
G72027KO,23444,,-,
G72035XH,39298,,-,
G72036ZV,26186,,-,
G72038ZY,31225,,-,
G72039HR,12319,,-,
G72042SL,31542,,-,
G72046TZ,14327,,-,
G72047CI,18897,,-,
G72052BP,25404,,-,
G72060BE,17621,,-,
G72063BB,39039,,-,
G72063JC,11367,,-,
G72069MR,27132,,-,
G72070EH,1387,,-,
G72073QX,32742,,-,
G72074GE,10629,,-,
G72074HU,23381,,-,
G72075FO,1443,,-,
G72079JG,772,GOG967,-,
G72082VM,3738,,-,
G72085DL,32435,,-,
G72094XF,11873,,-,
G72098YV,12794,,-,
G72100AO,11585,,-,
G72102DE,22545,,-,
G72103RY,10116,GOG974,-,
G72103VZ,39588,,-,
G72104CA,28084,,-,
G72106LC,3427,,-,
G72107JQ,903,,-,
G72108VJ,17663,,-,
G72109LO,16578,,-,
G72112RK,14617,,-,
G72115YL,4883,,-,
G72116CM,27444,,-,
G72116OS,29426,,-,
G72118PV,36132,,-,
G72119OB,3347,,-,
G72121YB,29706,,-,
G72122PB,6551,,-,
G72125QI,8120,,-,
G72128LZ,1255,,-,
G72131JM,17446,,-,
G72134GY,13055,,-,
G72142GV,18375,,-,
G72144QJ,12094,,-,
G72147RB,27687,,-,
G72152LR,33584,,-,
G72153EQ,10778,,-,
G72156EQ,29699,,-,
G72156VX,21996,,-,
G72166HB,1560,,-,
G72167HH,13292,,-,
G72171BV,29234,,-,
G72174VG,39424,,-,
G72175XZ,6099,,-,
G72179US,11752,,-,
G72180YS,22238,,-,
G72181ZS,7098,,-,
G72182NM,7537,,-,
G72188WQ,27605,,-,
G72191AG,32278,,-,
G72199XR,19143,,-,
G72203HB,2700,,-,
G72214YD,20311,,-,
G72221XM,13547,GOG327,-,
G72221XY,25223,,-,
G72222RQ,9494,,-,
G72224CS,34919,,-,
G72224IL,40393,,-,
G72225BY,20182,,-,
G72225IQ,9642,,-,
G72229LF,34670,,-,
G72229RY,33699,,-,
G72229WI,12945,,-,
G72233LJ,1348,,-,
G72257WT,25178,,-,
G72260GO,24465,GOG582,-,
G72263DG,2815,,-,
G72263KX,20286,,-,
G72264OD,2099,,-,
G72266AJ,13066,,-,
G72272ID,9863,,-,
G72275AA,23876,,-,
G72277IU,4419,,-,
G72279PA,40231,,-,
G72281FQ,8068,,-,
G72287LC,24361,,-,
G72292CP,35017,,-,
G72297ZE,30308,,-,
G72300VE,35845,,-,
G72301HA,39432,,-,
G72304KR,18443,,-,
G72304QJ,14923,,-,
G72305UC,643,,-,
G72312TM,39460,,-,
G72312UI,27074,,-,
G72314MV,23478,,-,
G72317JJ,2674,,-,
G72319HC,39789,,-,
G72319UQ,16191,,-,
G72320JV,14972,,-,
G72324OF,28021,,-,
G72330RE,15536,,-,
G72334XM,1629,,-,
G72335YL,32799,,-,
G72338UH,14253,,-,
G72342RZ,27648,,-,
G72346BD,18680,,-,
G72347MC,33529,,-,
G72348PK,3873,,-,
G72348WD,34610,,-,
G72353NN,18643,,-,
G72356JA,18606,,-,
G72356VO,21227,,-,
G72357YE,6619,,-,
G72369ZI,20184,,-,
G72373YW,28701,,-,
G72373ZG,5507,,-,
G72379PC,3748,,-,
G72381MO,39206,,-,
G72384RV,11156,,-,
G72386DP,40707,,-,
G72389FO,26268,,-,
G72393PG,28747,,-,
G72395MI,3939,GOG1136,-,
G72398VP,36231,,-,
G72404VA,36120,,-,
G72406BE,18977,,-,
G72406LO,5624,,-,
G72407WU,32426,,-,
G72411HX,13883,,-,
G72414ZC,913,,-,
G72415GU,28236,,-,
G72419BR,15997,,-,
G72419UZ,5590,,-,
G72421RC,15824,,-,
G72425SO,7526,,-,
G72434VG,32953,,-,
G72436FO,23730,,-,
G72436LS,12072,,-,
G72437KJ,3461,,-,
G72440ON,34229,,-,
G72440ON,27723,,-,
G72442RW,20202,,-,
G72442XA,40689,,-,
G72444XQ,14375,,-,
G72445VP,17414,,-,
G72446TS,14315,GOG897,-,
G72456IY,31694,,-,
G72456QT,27143,,-,
G72457JI,6222,,-,
G72458LI,32583,,-,
G72460OS,19018,,-,
G72462EC,1195,,-,
G72467WK,18270,,-,
G72472ME,16202,,-,
G72475NE,8988,,-,
G72478OJ,5185,,-,
G72479TK,34244,,-,
G72482EK,34612,,-,
G72482EK,27947,,-,
G72483ZJ,9646,,-,
G72484HC,31752,,-,
G72484IY,41009,,-,
G72485OJ,8695,,-,
G72490CF,18187,,-,
G72490SX,678,,-,
G72502ZW,37881,,-,
G72504FH,1781,,-,
G72506RN,24307,,-,
G72506ZK,9967,,-,
G72509IN,33,,-,
G72511CN,1281,,-,
G72512FB,28434,,-,
G72512NM,32884,,-,
G72513YL,9745,,-,
G72517AN,23824,,-,
G72520DE,22539,,-,
G72525MD,37529,,-,
G72526DQ,7976,,-,
G72526IR,20803,,-,
G72527VN,40284,,-,
G72532EM,29440,,-,
G72533FB,8975,,-,
G72534QZ,33148,,-,
G72536JI,15089,,-,
G72538SU,20402,,-,
G72539IR,10991,,-,
G72539QT,9516,,-,
G72540CZ,27160,,-,
G72547ER,29297,,-,
G72548RZ,117,,-,
G72557NR,2353,GOG1031,-,
G72561SI,18998,,-,
G72569FN,10949,,-,
G72576LG,18100,,-,
G72580QS,226,GOG14,-,
G72582AC,12537,,-,
G72585VS,5929,,-,
G72587UU,9178,,-,
G72597CD,31299,,-,
G72597CF,33911,,-,
G72598UA,13040,,-,
G72599LB,7694,,-,
G72600VT,6647,,-,
G72601EC,1143,,-,
G72604FJ,11917,,-,
G72605KN,18265,,-,
G72606LT,9272,,-,
G72614KG,10954,,-,
G72617XV,2949,,-,
G72618IM,4563,,-,
G72620YF,7893,,-,
G72626YH,40434,,-,
G72627IU,685,,-,
G72627YM,805,,-,
G72632JH,18080,,-,
G72639CY,4874,,-,
G72641FD,39821,,-,
G72642SX,25123,,-,
G72644CK,33461,,-,
G72647JE,40094,,-,
G72647WK,3258,,-,
G72648FP,36220,,-,
G72654EI,15960,,-,
G72656BW,1510,,-,
G72661XE,34172,,-,
G72661XE,26475,,-,
G72662IG,14605,GOG93,-,
G72662OI,20190,,-,
G72663HO,1695,,-,
G72666LC,28214,,-,
G72668YK,8414,,-,
G72672CX,18171,,-,
G72673RJ,39830,,-,
G72675TP,12865,,-,
G72676SC,11302,,-,
G72684RP,40270,,-,
G72687GQ,40501,,-,
G72687PY,10518,,-,
G72690KN,5879,,-,
G72692DY,25010,,-,
G72692ER,4899,,-,
G72698LT,13942,,-,
G72699ZA,18128,,-,
G72706EB,2496,,-,
G72709KO,24328,,-,
G72709VR,3610,,-,
G72710HY,25496,,-,
G72710VI,37651,,-,
G72714JP,31450,,-,
G72718TT,9167,GOG236,-,
G72721RR,4089,,-,
G72722AK,26942,,-,
G72723RJ,20723,,-,
G72724HC,23650,,-,
G72725CZ,6579,,-,
G72726YM,9136,,-,
G72729HN,3179,,-,
G72734EB,22817,,-,
G72735TB,24536,,-,
G72739CQ,27364,,-,
G72742OF,34180,,-,
G72742OF,26649,,-,
G72745SQ,3170,,-,
G72747UA,33162,,-,
G72748AQ,2025,GOG1122,-,
G72756FR,16458,,-,
G72758KY,30329,,-,
G72758WN,25007,,-,
G72762SJ,39299,,-,
G72766HU,15140,,-,
G72766JQ,28990,,-,
G72767LT,24253,,-,
G72769QS,3433,,-,
G72774FL,40837,,-,
G72777RO,16976,,-,
G72778GD,32682,,-,
G72778QP,33875,,-,
G72782OT,23270,,-,
G72784LT,9645,,-,
G72790BQ,30255,,-,
G72790LD,21852,,-,
G72790OW,19420,,-,
G72795JY,29563,,-,
G72796OI,29099,,-,
G72802WN,9514,,-,
G72803JZ,37712,,-,
G72806VZ,10216,,-,
G72816SH,28487,,-,
G72816SH,34266,,-,
G72817RQ,7161,,-,
G72818RC,40687,,-,
G72820VE,2317,,-,
G72821WX,5385,GOG73,-,
G72822QF,32761,,-,
G72824HL,12046,,-,
G72825VD,19304,,-,
G72827BS,13426,GOG291,-,
G72828OR,32952,,-,
G72831ZH,23214,,-,
G72832GY,31548,,-,
G72833OC,31229,,-,
G72836XZ,16174,,-,
G72840IQ,9306,GOG1153,-,
G72845CV,31192,,-,
G72845DC,35712,,-,
G72851IY,39132,,-,
G72851VK,16382,,-,
G72853HV,30730,,-,
G72855NU,30841,,-,
G72859IN,31137,,-,
G72860XR,4082,,-,
G72864FN,24174,,-,
G72864ZU,22703,,-,
G72869FI,11827,,-,
G72875TR,35559,,-,
G72883BV,23964,,-,
G72900AG,32660,,-,
G72901BX,23024,,-,
G72901TA,37009,,-,
G72904OZ,22394,,-,
G72905QH,19819,,-,
G72908KU,16264,,-,
G72908YM,7168,,-,
G72909HF,20544,,-,
G72914LC,16510,,-,
G72915US,23109,,-,
G72919IM,2287,GOG159,-,
G72920RF,7479,,-,
G72922PX,40836,,-,
G72929NG,12493,,-,
G72934WP,12830,,-,
G72937LG,31584,,-,
G72941SF,4806,,-,
G72943US,38757,,-,
G72951VF,38194,GOG701,-,
G72952WX,21491,,-,
G72954IC,40414,,-,
G72954XC,17443,,-,
G72966EV,11260,,-,
G72969FM,12896,,-,
G72973CT,30067,,-,
G72974NP,14614,GOG98,-,
G72979DU,4455,,-,
G72979YB,32980,,-,
G72980BF,37731,,-,
G72985AG,35881,,-,
G72988RW,12762,,-,
G72992IV,6289,,-,
G72999QD,15288,,-,
G73001SO,3605,,-,
G73003KJ,29289,,-,
G73003RE,23126,,-,
G73019DE,32674,,-,
G73040OX,7492,,-,
G73042OW,22401,,-,
G73045HA,14854,,-,
G73049JV,41104,,-,
G73051FC,1731,,-,
G73051OD,17780,,-,
G73057DA,14119,GOG494,-,
G73059IW,29028,,-,
G73063CT,6347,,-,
G73072TH,4991,,-,
G73076FS,15844,,-,
G73076IB,10418,,-,
G73077PR,35167,,-,
G73080OF,27012,,-,
G73087FW,28820,,-,
G73091PK,11804,,-,
G73097SV,31563,,-,
G73098GG,16468,,-,
G73101MH,12243,,-,
G73101QD,16971,,-,
G73108NW,23378,,-,
G73109IE,36579,,-,
G73111YU,9857,,-,
G73115BS,21093,,-,
G73117MG,10588,,-,
G73118IN,17816,,-,
G73120VD,38224,GOG731,-,
G73122YM,8430,,-,
G73123EJ,35229,,-,
G73126AH,21346,,-,
G73128RS,14201,,-,
G73130AH,8694,,-,
G73134ZG,23358,,-,
G73135SB,30166,,-,
G73136IM,14190,,-,
G73141ZC,34129,,-,
G73141ZC,25723,,-,
G73144XU,37931,,-,
G73150IZ,14687,GOG115,-,
G73154NV,37118,,-,
G73156OK,13735,,-,
G73161ZQ,9883,,-,
G73162BZ,7953,,-,
G73162HV,28724,,-,
G73162UU,15393,,-,
G73168AO,14808,,-,
G73170HU,8593,,-,
G73170UE,37568,,-,
G73173YQ,35932,,-,
G73178IT,24511,,-,
G73181DZ,29870,,-,
G73181XN,34551,,-,
G73184MS,34806,,-,
G73184QR,14996,,-,
G73186QV,28093,,-,
G73186UZ,28662,,-,
G73188EE,11896,,-,
G73188MY,17321,,-,
G73191IY,12259,,-,
G73197FA,27806,,-,
G73197JP,23330,,-,
G73200ET,14965,,-,
G73203OQ,8281,,-,
G73210JL,12038,,-,
G73211XU,14308,GOG515,-,
G73214HS,1694,,-,
G73219JP,8510,,-,
G73219OI,37456,,-,
G73223XO,30188,,-,
G73224TY,39651,,-,
G73226DF,28015,,-,
G73227JE,27601,,-,
G73229TB,28108,,-,
G73232WW,31863,,-,
G73232YC,16315,,-,
G73238GD,34424,,-,
G73241DK,929,,-,
G73244JS,39423,,-,
G73244WV,40810,,-,
G73245NJ,25834,,-,
G73245UM,34633,,-,
G73245VI,3657,,-,
G73245ZH,24014,,-,
G73248WR,24837,,-,
G73249WG,6902,,-,
G73250BA,16661,,-,
G73251IT,13293,,-,
G73257GE,30472,,-,
G73257RC,21368,,-,
G73262QS,35410,,-,
G73266RH,29656,,-,
G73271AZ,20372,,-,
G73271MD,37631,,-,
G73274ZY,9068,,-,
G73276UD,13291,,-,
G73277FY,17372,,-,
G73282JT,9510,,-,
G73287KT,30831,,-,
G73287UF,17388,GOG1195,-,
G73288YX,12805,,-,
G73292KX,8618,,-,
G73295GY,3512,,-,
G73300TO,20422,,-,
G73302KW,5374,,-,
G73305DR,5349,,-,
G73308YY,19987,,-,
G73311FQ,40137,,-,
G73311XS,25125,,-,
G73319QE,4783,,-,
G73319WX,40789,,-,
G73320CS,25370,,-,
G73323CO,5487,,-,
G73323VU,36448,,-,
G73331GC,26687,,-,
G73331VG,11868,,-,
G73335RX,4165,,-,
G73336CO,37055,,-,
G73344PP,24900,,-,
G73347CQ,149,,-,
G73348SI,17972,,-,
G73351RE,37854,,-,
G73357AJ,14871,,-,
G73364IQ,3223,,-,
G73365KM,1209,,-,
G73367DT,19947,,-,
G73373AY,8102,,-,
G73374FP,28235,,-,
G73377EN,23437,,-,
G73381RY,3378,GOG1088,-,
G73382HV,24325,,-,
G73384PQ,16330,,-,
G73397PD,27220,,-,
G73402RN,1889,,-,
G73405SA,35331,,-,
G73410YE,16621,,-,
G73414KK,28262,,-,
G73414PZ,11764,,-,
G73416AR,16359,,-,
G73418FX,14076,GOG480,-,
G73420AJ,6227,,-,
G73421LO,18875,,-,
G73422SQ,11316,,-,
G73426UV,5483,,-,
G73434LQ,16494,,-,
G73439VG,19636,,-,
G73443WL,19723,,-,
G73444EP,18205,,-,
G73453TH,13223,,-,
G73457RI,5810,,-,
G73460RW,27263,,-,
G73462BR,29947,,-,
G73465XX,38629,,-,
G73466QZ,6863,,-,
G73468DJ,23164,,-,
G73468VM,34611,,-,
G73468VM,27946,,-,
G73470YK,36825,,-,
G73477OT,27660,,-,
G73480MV,32765,,-,
G73480PD,26211,,-,
G73483LI,9048,,-,
G73487DJ,10286,,-,
G73487JY,11622,,-,
G73489KE,29734,,-,
G73490NS,3616,,-,
G73492AT,13387,GOG277,-,
G73493AF,10195,,-,
G73494QY,11510,,-,
G73496TJ,16543,,-,
G73499UJ,22502,,-,
G73501HK,34990,,-,
G73502EA,28028,,-,
G73506TY,20121,,-,
G73507OY,13378,,-,
G73510WB,37612,,-,
G73514AX,19935,,-,
G73514DN,37233,,-,
G73515IW,36474,,-,
G73517CY,19749,,-,
G73522VF,27933,,-,
G73528BY,26794,,-,
G73528EG,3722,,-,
G73529JB,36207,,-,
G73533KR,24494,,-,
G73537QN,22284,,-,
G73537ZQ,6316,,-,
G73539WK,8106,,-,
G73540DV,24854,,-,
G73540VU,24446,,-,
G73545YE,18932,,-,
G73546GG,5945,,-,
G73547YJ,21209,,-,
G73548IN,2618,,-,
G73548OI,22438,,-,
G73555ZG,26422,,-,
G73559DL,9517,,-,
G73563CB,36818,,-,
G73567NI,1540,,-,
G73569DZ,16929,,-,
G73572ZZ,32805,,-,
G73576JR,14157,,-,
G73576TC,31312,,-,
G73578JC,230,,-,
G73580JT,6321,,-,
G73581NK,27608,,-,
G73582RP,18467,,-,
G73585ZJ,4652,,-,
G73590LE,13197,,-,
G73595MZ,23383,,-,
G73597KF,22999,,-,
G73598EM,15608,,-,
G73598LL,12637,,-,
G73599GW,18783,,-,
G73602KB,29688,,-,
G73602OZ,36729,,-,
G73603VS,10262,,-,
G73604BR,24542,,-,
G73605IH,30387,,-,
G73607QR,26358,,-,
G73608HU,2847,,-,
G73613XR,31883,,-,
G73614SN,8642,,-,
G73619PU,11808,,-,
G73619XI,30817,,-,
G73622RM,13092,,-,
G73624BK,8395,,-,
G73624GV,7088,,-,
G73624YA,23637,,-,
G73628UD,5077,,-,
G73633TR,37496,,-,
G73635WZ,26675,,-,
G73636FD,36312,,-,
G73638NT,22194,,-,
G73640JQ,8952,,-,
G73643TI,30731,,-,
G73644HZ,23028,,-,
G73645DK,40902,,-,
G73646HZ,35200,,-,
G73648CI,7096,,-,
G73654KH,17328,,-,
G73654UN,5201,,-,
G73658SZ,1208,,-,
G73660NF,18229,,-,
G73660ZS,34900,,-,
G73663PS,36601,,-,
G73663RH,3664,,-,
G73664YK,30959,,-,
G73665GP,24994,,-,
G73667SL,33694,,-,
G73668UH,33013,,-,
G73668WO,18282,,-,
G73675ON,5247,,-,
G73680XE,37423,,-,
G73680XT,24936,,-,
G73681CB,40949,,-,
G73682KR,37942,,-,
G73682RA,2875,,-,
G73683LQ,18367,,-,
G73690GN,19548,,-,
G73691ON,1979,,-,
G73696EZ,13120,,-,
G73698CD,12806,,-,
G73698LC,34659,,-,
G73702ZH,38991,,-,
G73704UL,36907,,-,
G73704XF,6996,,-,
G73705YE,12988,,-,
G73706NY,7093,,-,
G73708IA,12229,,-,
G73708UL,480,,-,
G73711PR,28044,,-,
G73715QS,25805,,-,
G73716GN,17340,,-,
G73717AG,24827,,-,
G73719BN,24092,,-,
G73726GX,7960,,-,
G73726HB,11952,,-,
G73727EE,17674,,-,
G73730QU,34790,,-,
G73731KS,25927,,-,
G73732JY,6231,,-,
G73750JI,34374,,-,
G73752AL,40653,,-,
G73753UM,8655,,-,
G73760YR,7867,,-,
G73763NQ,1501,,-,
G73775MH,11916,,-,
G73775TI,4185,,-,
G73785CC,37791,,-,
G73788OM,6565,,-,
G73789XV,2709,,-,
G73800HY,38869,,-,
G73800PX,24787,,-,
G73800YX,35699,,-,
G73801GS,36833,,-,
G73801LC,33288,,-,
G73804XQ,34666,,-,
G73805LL,22826,,-,
G73807QF,38672,,-,
G73811VG,37745,,-,
G73818TE,6739,,-,
G73818YN,5987,,-,
G73825BL,24651,,-,
G73828BA,4925,,-,
G73833FW,31253,,-,
G73835QX,6471,,-,
G73836ED,21503,,-,
G73838WJ,31264,,-,
G73839MQ,25131,,-,
G73840NY,33425,,-,
G73843RE,34456,,-,
G73843RE,5369,,-,
G73845XM,14658,,-,
G73847FC,10591,,-,
G73848LG,5234,,-,
G73852DM,3226,,-,
G73854EL,6400,,-,
G73857WB,35304,,-,
G73858JA,18472,,-,
G73865PP,24819,,-,
G73866AS,35396,,-,
G73866ZM,17415,,-,
G73868PD,36543,,-,
G73869CT,14668,,-,
G73870VD,9268,,-,
G73873TD,14660,,-,
G73878TT,7665,,-,
G73888CI,39627,,-,
G73889ZZ,3723,,-,
G73896AC,9199,,-,
G73896IF,13832,,-,
G73900SU,23998,,-,
G73904AG,11447,,-,
G73905BX,36287,,-,
G73907EX,14751,,-,
G73907HE,32526,,-,
G73908VA,16604,,-,
G73909EX,23343,,-,
G73910FA,21844,,-,
G73910RN,2376,,-,
G73913LV,23574,,-,
G73915GV,13036,,-,
G73915OF,6456,,-,
G73916FQ,8528,,-,
G73916TC,1594,,-,
G73917LA,34367,,-,
G73921PI,29017,,-,
G73922BY,37244,,-,
G73924KO,26555,,-,
G73928VB,6780,,-,
G73930BC,5874,,-,
G73930OK,9931,,-,
G73935GQ,34711,,-,
G73945FP,25543,,-,
